id,name,type,club,youth,debut,nation,peakvalue,league
jeon,Jeonbuk Hyundai Motors FC,2,jeon,jeon,jeon,KOR,-999,-999
kaw,Kawasaki Frontale,2,kaw,kaw,kaw,JAP,-999,-999
kaz,Rubin Kazan,2,kaz,kaz,kaz,RUS,-999,-999
kiel,Korona Kielce,2,kiel,kiel,kiel,POL,-999,-999
kirc,VfL Kirchheim,2,kirc,kirc,kirc,GER,-999,-999
koe,1. FC Koeln,2,koe,koe,koe,GER,-999,1
koe1,Timo Horn,1,koe,koej,koe,GER,5,-999
koe11,Florian Kainz,1,koe,graz,graz,GER,2,-999
koe13,Marc Uth,1,koe,koej,hee,GER,7,-999
koe14,Jonas Hector,1,koe,auer,koe,GER,6,-999
koe15,Luca Kilian,1,koe,bvbj,scp,GER,2,-999
koe17,Kingsley Schindler,1,koe,han,hol,GER,2,-999
koe19,Dimitrios Limnios,1,koe,atro,atro,GER,2,-999
koe2,Benno Schmitz,1,koe,fcbj,rbs,GER,2,-999
koe20,Marvin Schwaebe,1,koe,sgej,osna,GER,2,-999
koe21,Steffen Tigges,1,koe,osna,osna,GER,2,-999
koe23,Sargis Adamyan,1,koe,hro,hro,GER,2,-999
koe24,Julian Chabot,1,koe,rblj,rot,GER,1,-999
koe25,Tim Lemperle,1,koe,koej,koe,GER,1,-999
koe27,Davie Selke,1,koe,svwj,svw,GER,6,-999
koe28,Ellyes Skhiri,1,koe,mont,mont,GER,5,-999
koe29,Jan Thielmann,1,koe,koej,koe,GER,4,-999
koe3,Kristian Pedersen,1,koe,beif,fcu,GER,2,-999
koe33,Florian Dietz,1,koe,czj,koe,GER,1,-999
koe37,Linton Mai,1,koe,han,han,GER,4,-999
koe4,Timo Huebers,1,koe,han,han,GER,3,-999
koe47,Mathias Olesen,1,koe,koej,koe,GER,1,-999
koe48,Justin Diehl,1,koe,koej,koe,GER,1,-999
koe5,Nikola Soldo,1,koe,zapr,zapr,GER,1,-999
koe6,Eric Martel,1,koe,rblj,rbl,GER,2,-999
koe7,Dejan Ljubicic,1,koe,rwie,rwie,GER,4,-999
koe8,Denis Huseinbasic,1,koe,off,off,GER,1,-999
koe9,Sebastian Andersson,1,koe,ange,ange,GER,3,-999
koej,1 FC Koeln Jugend,2,koej,koej,koej,GER,-999,2
kop,FC Kopenhagen,2,kop,kop,kop,DEN,-999,-999
kral,Hradec Kralove,2,kral,kral,kral,CZE,-999,-999
krc,KRC Genk,2,krc,krc,krc,BEL,-999,-999
ksc,Karlsruher SC,2,ksc,ksc,ksc,GER,-999,-999
kun,Korea University,2,kun,kun,kun,KOR,-999,-999
lau,FC Lausanne,2,lau,lau,lau,SUI,-999,-999
lech,Lech Posen,2,lech,lech,lech,POL,-999,-999
leix,Leixoes SC,2,leix,leix,leix,POR,-999,-999
len,RC Lens,2,len,len,len,FRA,-999,-999
lev,Bayer 04 Leverkusen,2,lev,lev,lev,GER,-999,1
lev1,Lukas Hradecky,1,lev,tps,tps,GER,5,-999
lev10,Kerem Demirbay,1,lev,bvbj,hsv,GER,9,-999
lev11,Nadiem Amiri,1,lev,tsgj,tsg,GER,7,-999
lev12,Edmond Tapsoba,1,lev,leix,gui,GER,9,-999
lev14,Patrik Schick,1,lev,spra,spra,GER,10,-999
lev17,Callum Hudson Odoi,1,lev,cfc,cfc,GER,9,-999
lev19,Moussa Diaby,1,lev,psg,crot,GER,11,-999
lev20,Charles Aranguiz,1,lev,cob,cob,GER,5,-999
lev21,Amine Adli,1,lev,tou,tou,GER,5,-999
lev22,Daley Sinkgraven,1,lev,hee,hee,GER,4,-999
lev23,Adam Hlozek,1,lev,spra,spra,GER,6,-999
lev24,Timothy Fosu Mensah,1,lev,manu,manu,GER,3,-999
lev25,Exequiel Palacios,1,lev,rivp,rivp,GER,7,-999
lev27,Florian Wirtz,1,lev,koej,lev,GER,12,-999
lev3,Piero Hincapie,1,lev,ind,ind,GER,7,-999
lev30,Jeremie Frimpong,1,lev,manc,cel,GER,7,-999
lev32,Ayman Azhil,1,lev,levj,lev,GER,1,-999
lev38,Karim Bellarabi,1,lev,ebs,ebs,GER,7,-999
lev4,Jonathan Tah,1,lev,hsv,hsv,GER,9,-999
lev40,Andrey Lunev,1,lev,tor,tor,GER,5,-999
lev5,Mitchell Bakker,1,lev,aja,psg,GER,5,-999
lev6,Odilon Koussounou,1,lev,asec,hif,GER,7,-999
lev8,Robert Andrich,1,lev,bscj,dre,GER,5,-999
lev9,Sardar Azmoun,1,lev,sep,kaz,GER,7,-999
levj,Bayer 04 Leverkusen Jugend,2,levj,levj,levj,GER,-999,2
lil,Lille OSC,2,lil,lil,lil,FRA,-999,-999
lipp,SV Lippstadt,2,lipp,lipp,lipp,GER,-999,-999
lust,Austria Lustenau,2,lust,lust,lust,AUT,-999,-999
luz,FC Luzern,2,luz,luz,luz,SUI,-999,-999
lyn,Lyngby BK,2,lyn,lyn,lyn,DEN,-999,-999
macc,Maccabi Tel Aviv,2,macc,macc,macc,ISR,-999,-999
maff,Malmo FF,2,maff,maff,maff,SWE,-999,-999
mala,FC Malaga,2,mala,mala,mala,ESP,-999,-999
manc,Manchester City,2,manc,manc,manc,ENG,-999,-999
manu,Manchester United,2,manu,manu,manu,ENG,-999,-999
met,FC Metz,2,met,met,met,FRA,-999,-999
mli,AD Municipal Liberia,2,mli,mli,mli,CRI,-999,-999
mont,Montpellier HSC,2,mont,mont,mont,FRA,-999,-999
mtk,MTK Budapest,2,mtk,mtk,mtk,HUN,-999,-999
mu60,1860 München,2,mu60,mu60,mu60,GER,-999,-999
muns,Preussen Muenster,2,muns,muns,muns,GER,-999,-999
naci,Nacional,2,naci,naci,naci,URU,-999,-999
nag,Nagoya Crampus,2,nag,nag,nag,JAP,-999,-999
nan,FC Nantes,2,nan,nan,nan,FRA,-999,-999
naz,Maccabi Ahi Nazareth,2,naz,naz,naz,ISR,-999,-999
nied,SuS Niederschelden,2,nied,nied,nied,GER,-999,-999
niz,OGC Nizza,2,niz,niz,niz,FRA,-999,-999
nkd,NK Dubrava,2,nkd,nkd,nkd,CRO,-999,-999
nyfc,New York City FC,2,nyfc,nyfc,nyfc,USA,-999,-999
obk,Odense BK,2,obk,obk,obk,DEN,-999,-999
off,Kickers Offenbach,2,off,off,off,GER,-999,-999
ol,Olympique Lyon,2,ol,ol,ol,FRA,-999,-999
olpi,Olympiakos Piraus,2,olpi,olpi,olpi,GRE,-999,-999
ols,Tempo 25 Olsztyn,2,ols,ols,ols,POL,-999,-999
osna,VfL Osnabrueck,2,osna,osna,osna,GER,-999,-999
ostr,Banik Ostrau,2,ostr,ostr,ostr,CZE,-999,-999
pac,Paradou AC,2,pac,pac,pac,ALG,-999,-999
pan,Panathinaikos Athen,2,pan,pan,pan,GRE,-999,-999
paok,PAOK Saloniki,2,paok,paok,paok,GRE,-999,-999
part,Partizan Belgrad,2,part,part,part,SRB,-999,-999
pasg,PAS Giannina,2,pasg,pasg,pasg,GRE,-999,-999
pay,Paysandu FC,2,pay,pay,pay,BRA,-999,-999
pfc,Paris FC,2,pfc,pfc,pfc,FRA,-999,-999
pne,Preston North End,2,pne,pne,pne,ENG,-999,-999
prt,FC Porto,2,prt,prt,prt,POR,-999,-999
psg,Paris St Germain,2,psg,psg,psg,FRA,-999,-999
psv,PSV Eindhoven,2,psv,psv,psv,NED,-999,-999
pus,Puskas AFC,2,pus,pus,pus,HUN,-999,-999
raja,Raja Casablanca,2,raja,raja,raja,MAR,-999,-999
rbl,Red Bull Leipzig,2,rbl,rbl,rbl,GER,-999,1
rbl1,Peter Gulacsi,1,rbl,mtk,hull,GER,5,-999
rbl10,Emil Forsberg,1,rbl,sun,sun,GER,8,-999
rbl11,Timo Werner,1,rbl,vfbj,vfb,GER,12,-999
rbl13,Orjan Nyland,1,rbl,hoed,hoed,GER,2,-999
rbl16,Lukas Klostermann,1,rbl,bocj,boc,GER,9,-999
rbl17,Dominik Szoboszlai,1,rbl,rbs,rbs,GER,9,-999
rbl18,Christopher Nkunku,1,rbl,psg,psg,GER,12,-999
rbl19,Andre Silva,1,rbl,prt,prt,GER,10,-999
rbl2,Mohamed Simakan,1,rbl,stra,stra,GER,8,-999
rbl21,Janis Blaswich,1,rbl,bmgj,dre,GER,1,-999
rbl22,David Raum,1,rbl,fur,fur,GER,8,-999
rbl23,Marcel Halstenberg,1,rbl,han,stp,GER,7,-999
rbl24,Xaver Schlager,1,rbl,rbs,rbs,GER,8,-999
rbl25,Sanoussy Ba,1,rbl,rblj,rbl,GER,1,-999
rbl27,Konrad Laimer,1,rbl,rbs,rbs,GER,8,-999
rbl32,Josko Gvardiol,1,rbl,zag,zag,GER,12,-999
rbl37,Abdou Diallo,1,rbl,asm,asm,GER,9,-999
rbl39,Benjamin Henrichs,1,rbl,levj,lev,GER,6,-999
rbl4,Willi Orban,1,rbl,fck,fck,GER,6,-999
rbl44,Kevin Kampl,1,rbl,levj,fur,GER,7,-999
rbl7,Dani Olmo,1,rbl,bar,zag,GER,10,-999
rbl8,Amadou Haidara,1,rbl,bama,rbs,GER,7,-999
rbl9,Yussuf Poulsen,1,rbl,lyn,lyn,GER,9,-999
rblj,Red Bull Leipzig Jugend,2,rblj,rblj,rblj,GER,-999,2
rbs,Red Bull Salzburg,2,rbs,rbs,rbs,AUT,-999,-999
reim,Stade Reims,2,reim,reim,reim,FRA,-999,-999
ren,Stade Rennes,2,ren,ren,ren,FRA,-999,-999
rev,RE Virton,2,rev,rev,rev,FRA,-999,-999
rij,HNK Rijeka,2,rij,rij,rij,CRO,-999,-999
rivp,River Plate,2,rivp,rivp,rivp,ARG,-999,-999
rma,Real Madrid,2,rma,rma,rma,ESP,-999,-999
rot,Sparta Rotterdam,2,rot,rot,rot,NED,-999,-999
roy,Royal Antwerpen,2,roy,roy,roy,BEL,-999,-999
rwa,Rot Weiss Ahlen,2,rwa,rwa,rwa,GER,-999,-999
rwer,Rot Weiss Erfurt,2,rwer,rwer,rwer,GER,-999,-999
rwie,Rapid Wien,2,rwie,rwie,rwie,AUT,-999,-999
rwo,Rot Weiß Oberhausen,2,rwo,rwo,rwo,GER,-999,-999
sag,Sagan Tosu,2,sag,sag,sag,JAP,-999,-999
sanf,Sanfrecce Hiroshima,2,sanf,sanf,sanf,JAP,-999,-999
sang,Kyoto Sanga,2,sang,sang,sang,JAP,-999,-999
saop,Sao Paolo FC,2,saop,saop,saop,BRA,-999,-999
scf,SC Freiburg,2,scf,scf,scf,GER,-999,1
scf1,Benjamin Uphoff,1,scf,burg,fcn,GER,1,-999
scf11,Daniel Kofi Kyereh,1,scf,have,svww,GER,4,-999
scf14,Yannik Keitel,1,scf,scfj,scf,GER,2,-999
scf17,Lukas Kuebler,1,scf,bonn,koe,GER,2,-999
scf18,Nils Petersen,1,scf,czj,czj,GER,5,-999
scf22,Roland Sallai,1,scf,pus,pus,GER,6,-999
scf23,Robert Wagner,1,scf,scfj,scf,GER,1,-999
scf25,Kiliann Sildillia,1,scf,met,scf,GER,4,-999
scf26,Mark Flekken,1,scf,aaa,aaa,GER,3,-999
scf27,Nicolas Hoefler,1,scf,scfj,scf,GER,2,-999
scf28,Matthias Ginter,1,scf,scfj,scf,GER,9,-999
scf29,Woo Yeong Jeong,1,scf,fcbj,scf,GER,3,-999
scf3,Philipp Lienhart,1,scf,rma,rma,GER,7,-999
scf30,Christian Guenter,1,scf,scfj,scf,GER,5,-999
scf32,Vincenzo Grifo,1,scf,ksc,tsg,GER,5,-999
scf33,Noah Weisshaupt,1,scf,scfj,scf,GER,2,-999
scf38,Michael Gregoritsch,1,scf,svka,svka,GER,6,-999
scf42,Ritsu Doan,1,scf,gamb,gamb,GER,6,-999
scf5,Manuel Gulde,1,scf,tsgj,tsg,GER,2,-999
scf7,Jonathan Schmid,1,scf,scfj,scf,GER,3,-999
scf8,Maximilian Eggestein,1,scf,svwj,svw,GER,8,-999
scf9,Lucas Hoeler,1,scf,blum,fsv,GER,3,-999
scfj,SC Freiburg Jugend,2,scfj,scfj,scfj,GER,-999,2
scp,SC Paderborn,2,scp,scp,scp,GER,-999,-999
sep,Sepaphan FC,2,sep,sep,sep,IRN,-999,-999
sge,Eintracht Frankfurt,2,sge,sge,sge,GER,-999,1
sge1,Kevin Trapp,1,sge,fck,fck,GER,5,-999
sge11,Faride Alidou,1,sge,hsv,hsv,GER,1,-999
sge15,Daichi Kamada,1,sge,hhs,sag,GER,8,-999
sge17,Sebastian Rode,1,sge,off,off,GER,4,-999
sge18,Almamy Toure,1,sge,asm,asm,GER,4,-999
sge19,Rafael Borre,1,sge,cal,cal,GER,6,-999
sge2,Evan N Dicka,1,sge,aux,aux,GER,9,-999
sge20,Makoto Hasebe,1,sge,fhs,ura,GER,2,-999
sge21,Lucas Alario,1,sge,cac,cac,GER,6,-999
sge22,Timothy Chandler,1,sge,sgej,fcn,GER,2,-999
sge24,Aurelio Buta,1,sge,ben,roy,GER,3,-999
sge25,Christopher Lenz,1,sge,bmgj,fcu,GER,2,-999
sge26,Junior Dina Ebimbe,1,sge,psg,psg,GER,3,-999
sge27,Mario Goetze,1,sge,bvbj,bvb,GER,11,-999
sge28,Marcel Wenig,1,sge,fcbj,sge,GER,1,-999
sge29,Jesper Lindstrom,1,sge,bro,bro,GER,8,-999
sge31,Jens Grahl,1,sge,stk,fur,GER,1,-999
sge32,Philipp Max,1,sge,gelj,ksc,GER,6,-999
sge35,Tuta,1,sge,saop,sge,GER,5,-999
sge36,Ansgar Knauff,1,sge,bvbj,bvb,GER,4,-999
sge40,Diant Ramaj,1,sge,heid,heid,GER,1,-999
sge5,Hrvoje Smolcic,1,sge,rij,rij,GER,2,-999
sge6,Kristijan Jakic,1,sge,spli,spli,GER,4,-999
sge8,Djibril Sow,1,sge,fcz,bmg,GER,7,-999
sge9,Randal Kolo Muani,1,sge,nan,nan,GER,9,-999
sgej,Frankfurt Jugend,2,sgej,sgej,sgej,GER,-999,2
shak,Shakhtar Donezk,2,shak,shak,shak,UKR,-999,-999
shb,Shonan Bellmare,2,shb,shb,shb,JAP,-999,-999
silk,Silkeborg IF,2,silk,silk,silk,SWE,-999,-999
slpr,Slavia Prag,2,slpr,slpr,slpr,CZE,-999,-999
smy,Apollon Smyrnis,2,smy,smy,smy,GRE,-999,-999
soc,FC Sochaux,2,soc,soc,soc,FRA,-999,-999
spli,RNK Split,2,spli,spli,spli,CRO,-999,-999
spo,Sporting Lissabon,2,spo,spo,spo,POR,-999,-999
spra,Sparta Prag,2,spra,spra,spra,CZE,-999,-999
stab,Stabaek IF,2,stab,stab,stab,DEN,-999,-999
stk,SV Stuttgarter Kickers,2,stk,stk,stk,GER,-999,-999
stl,Stade Laval,2,stl,stl,stl,FRA,-999,-999
stp,FC St Pauli,2,stp,stp,stp,GER,-999,-999
stpo,FC St Polten,2,stpo,stpo,stpo,AUT,-999,-999
stra,Racing Strassbourg,2,stra,stra,stra,FRA,-999,-999
suco,Supreme Court FC,2,suco,suco,suco,NIG,-999,-999
sun,GIF Sundsvall,2,sun,sun,sun,SWE,-999,-999
svka,SV Kapfenberg,2,svka,svka,svka,AUT,-999,-999
svs,SV Sandhausen,2,svs,svs,svs,GER,-999,-999
svw,Werder Bremen,2,svw,svw,svw,GER,-999,1
svw1,Jiri Pavlenka,1,svw,ostr,ostr,GER,5,-999
svw10,Leonardo Bittencourt,1,svw,cott,cott,GER,3,-999
svw11,Niclas Fuellkrug,1,svw,svwj,svw,GER,5,-999
svw13,Milos Veljkovic,1,svw,tot,svw,GER,5,-999
svw17,Maximilian Philipp,1,svw,scf,scf,GER,6,-999
svw19,Dikeni Salifou,1,svw,fcaj,svw,GER,1,-999
svw20,Romano Schmid,1,svw,graz,rbs,GER,2,-999
svw21,Eren Dinkci,1,svw,svwj,svw,GER,1,-999
svw22,Niklas Schmidt,1,svw,svwj,svww,GER,1,-999
svw26,Lee Buchanan,1,svw,der,der,GER,2,-999
svw27,Felix Agu,1,svw,osna,osna,GER,1,-999
svw28,Ilia Gruev,1,svw,svwj,svw,GER,2,-999
svw3,Anthony Jung,1,svw,sgej,fsvf,GER,1,-999
svw30,Michael Zetterer,1,svw,uha,uha,GER,1,-999
svw32,Marco Friedl,1,svw,fcbj,fcb,GER,3,-999
svw34,Jean Manuel Mbom,1,svw,svwj,svw,GER,2,-999
svw36,Christian Gross,1,svw,hsv,osna,GER,1,-999
svw39,Fabio Chiarodia,1,svw,svwj,svw,GER,1,-999
svw4,Niklas Stark,1,svw,fcn,fcn,GER,6,-999
svw5,Amos Pieper,1,svw,bvbj,bie,GER,3,-999
svw6,Jens Stage,1,svw,brab,kop,GER,2,-999
svw7,Marvin Ducksch,1,svw,bvbj,bvb,GER,2,-999
svw8,Mitchell Weiser,1,svw,koej,fcb,GER,5,-999
svwj,SV Werder Bremen Jugend,2,svwj,svwj,svwj,GER,-999,2
svww,Wehen Wiesbaden,2,svww,svww,svww,GER,-999,-999
tep,FK Teplice,2,tep,tep,tep,CZE,-999,-999
tor,Torpedo Moskau,2,tor,tor,tor,RUS,-999,-999
tot,Tottenham Hotspur,2,tot,tot,tot,ENG,-999,-999
tou,FC Toulouse,2,tou,tou,tou,FRA,-999,-999
tps,Turun Palloseura,2,tps,tps,tps,FIN,-999,-999
tsg,TSG Hoffenheim,2,tsg,tsg,tsg,GER,-999,1
tsg1,Oliver Baumann,1,tsg,scfj,scf,GER,4,-999
tsg10,Munas Dabbour,1,tsg,macc,naz,GER,5,-999
tsg11,Angelino,1,tsg,manc,nyfc,GER,9,-999
tsg13,Angelo Stiller,1,tsg,fcbj,tsg,GER,3,-999
tsg14,Christoph Baumgartner,1,tsg,tsgj,tsg,GER,7,-999
tsg16,Sebastian Rudy,1,tsg,vfbj,vfb,GER,5,-999
tsg17,Thomas Delaney,1,tsg,kop,kop,GER,8,-999
tsg19,Kasper Dolberg,1,tsg,aja,aja,GER,7,-999
tsg20,Finn Ole Becker,1,tsg,stp,stp,GER,1,-999
tsg22,Kevin Vogt,1,tsg,bocj,boc,GER,6,-999
tsg23,John Anthony Brooks,1,tsg,bscj,bsc,GER,5,-999
tsg25,Kevin Akpoguma,1,tsg,ksc,ksc,GER,5,-999
tsg26,Eduardo Quaresma,1,tsg,spo,spo,GER,3,-999
tsg27,Andrej Kramaric,1,tsg,zag,zag,GER,9,-999
tsg29,Robert Skov,1,tsg,silk,silk,GER,5,-999
tsg3,Pavel Kaderabek,1,tsg,spra,spra,GER,6,-999
tsg34,Stanley Nsoki,1,tsg,psg,psg,GER,5,-999
tsg35,Muhammed Damar,1,tsg,sgej,tsg,GER,1,-999
tsg39,Tom Bischof,1,tsg,tsgj,tsg,GER,1,-999
tsg4,Ermin Bicakcic,1,tsg,vfbj,vfb,GER,2,-999
tsg40,Umut Tohumcu,1,tsg,tsgj,tsg,GER,1,-999
tsg44,Fisnik Asllani,1,tsg,fcuj,tsg,GER,1,-999
tsg5,Ozan Kabak,1,tsg,gala,gala,GER,9,-999
tsg6,Grischa Proemel,1,tsg,tsgj,ksc,GER,3,-999
tsg7,Jacob Bruun Larsen,1,tsg,bvbj,bvb,GER,6,-999
tsg8,Dennis Geiger,1,tsg,tsgj,tsg,GER,5,-999
tsg9,Ihlas Bebou,1,tsg,for,for,GER,6,-999
tsgj,TSG Hoffenheim Jugend,2,tsgj,tsgj,tsgj,GER,-999,2
turk,Turkgucu Muenchen,2,turk,turk,turk,GER,-999,-999
twen,Twente Enschede,2,twen,twen,twen,NED,-999,-999
twl,TWL Elektra,2,twl,twl,twl,POL,-999,-999
uha,SpVgg Unterhaching,2,uha,uha,uha,GER,-999,-999
ura,Urawa Reds,2,ura,ura,ura,JAP,-999,-999
vafc,Valenciennes FC,2,vafc,vafc,vafc,FRA,-999,-999
vanw,Vancouver Whitecaps,2,vanw,vanw,vanw,CAN,-999,-999
vfb,VfB Stuttgart,2,vfb,vfb,vfb,GER,-999,1
vfb1,Florian Mueller,1,vfb,fsvj,fsv,GER,4,-999
vfb10,Tiago Tomas,1,vfb,spo,spo,GER,3,-999
vfb11,Juan Jose Perea,1,vfb,prt,pan,GER,1,-999
vfb14,Silas Katompa Mvumpa,1,vfb,pfc,pfc,GER,7,-999
vfb15,Pascal Stenzel,1,vfb,bvbj,scf,GER,3,-999
vfb16,Atakan Karazor,1,vfb,bocj,hol,GER,2,-999
vfb17,Genki Haraguchi,1,vfb,ura,ura,GER,2,-999
vfb2,Waldemar Anton,1,vfb,han,han,GER,5,-999
vfb20,Luca Pfeiffer,1,vfb,stk,osna,GER,2,-999
vfb21,Hiroki Ito,1,vfb,iwa,iwa,GER,3,-999
vfb22,Chris Fuehrich,1,vfb,rwo,koe,GER,2,-999
vfb23,Dan Axel Zagadou,1,vfb,psg,bvb,GER,9,-999
vfb24,Borna Sosa,1,vfb,zag,zag,GER,7,-999
vfb25,Lilian Egloff,1,vfb,vfbj,vfb,GER,1,-999
vfb27,Alou Kuol,1,vfb,cco,cco,GER,1,-999
vfb28,Nikolas Nartey,1,vfb,kop,koe,GER,1,-999
vfb3,Wataru Endo,1,vfb,shb,shb,GER,4,-999
vfb31,Gil Dias,1,vfb,asm,asm,GER,2,-999
vfb33,Fabian Bredlow,1,vfb,rblj,hfc,GER,1,-999
vfb34,Omer Beyaz,1,vfb,fen,fen,GER,1,-999
vfb36,Laurin Ulrich,1,vfb,vfbj,vfb,GER,1,-999
vfb37,Antonis Aidonis,1,vfb,vfbj,vfb,GER,1,-999
vfb39,Thomas Kastanaras,1,vfb,vfbj,vfb,GER,1,-999
vfb4,Josha Vagnoman,1,vfb,hsv,hsv,GER,2,-999
vfb5,Konstantinos Mavropanos,1,vfb,smy,pasg,GER,6,-999
vfb7,Tanguy Coulibaly,1,vfb,psg,vfb,GER,3,-999
vfb8,Enzo Millot,1,vfb,asm,asm,GER,1,-999
vfb9,Serhou Guirassy,1,vfb,stl,stl,GER,5,-999
vfbj,VfB Stuttgart Jugend,2,vfbj,vfbj,vfbj,GER,-999,2
vfra,VfR Aalen,2,vfra,vfra,vfra,GER,-999,-999
vik,Viking FK,2,vik,vik,vik,NOR,-999,-999
vit,Vitesse Arnheim,2,vit,vit,vit,NED,-999,-999
vol,FC Volendaam,2,vol,vol,vol,NED,-999,-999
wad,Wadi Degla,2,wad,wad,wad,POL,-999,-999
whu,West Ham United,2,whu,whu,whu,ENG,-999,-999
wig,Wigry Suwalki,2,wig,wig,wig,POL,-999,-999
wis,Wisla Plock,2,wis,wis,wis,POL,-999,-999
wob,VfL Wolfsburg,2,wob,wob,wob,GER,-999,1
wob1,Koen Casteels,1,wob,krc,krc,GER,5,-999
wob10,Lukas Nmecha,1,wob,manc,pne,GER,6,-999
wob12,Pavao Pervan,1,wob,twl,lust,GER,1,-999
wob16,Jakub Kaminski,1,wob,lech,lech,GER,4,-999
wob2,Kilian Fischer,1,wob,mu60,turk,GER,1,-999
wob20,Ridle Baku,1,wob,fsvj,fsv,GER,7,-999
wob22,Felix Nmecha,1,wob,manc,wob,GER,2,-999
wob23,Jonas Wind,1,wob,kop,kop,GER,5,-999
wob27,Maximilian Arnold,1,wob,wobj,wob,GER,6,-999
wob29,Joshua Guilavogui,1,wob,asse,asse,GER,5,-999
wob3,Sebastiaan Bornauw,1,wob,and,and,GER,5,-999
wob31,Yannik Gerhardt,1,wob,koej,koe,GER,5,-999
wob32,Mattias Svanberg,1,wob,maff,maff,GER,5,-999
wob33,Omar Marmoush,1,wob,wad,wad,GER,3,-999
wob38,Bartol Franjic,1,wob,zag,zag,GER,3,-999
wob39,Patrick Wimmer,1,wob,awie,awie,GER,4,-999
wob4,Maxence Lacroix,1,wob,soc,soc,GER,8,-999
wob40,Kevin Paredes,1,wob,dcu,dcu,GER,2,-999
wob5,Micky van de Veen,1,wob,vol,vol,GER,4,-999
wob6,Paulo Otavio,1,wob,atpr,pay,GER,4,-999
wob7,Luca Waldschmidt,1,wob,sgej,sge,GER,7,-999
wobj,VfL Wolfsburg Jugend,2,wobj,wobj,wobj,GER,-999,2
ybb,Young Boys Bern,2,ybb,ybb,ybb,SUI,-999,-999
yok,Yokkaichi Highschool,2,yok,yok,yok,JAP,-999,-999
zag,Dinamo Zagreb,2,zag,zag,zag,CRO,-999,-999
zapr,Inter Zapresic,2,zapr,zapr,zapr,CRO,-999,-999
zaw,Zawisza Bydgoszcz,2,zaw,zaw,zaw,POL,-999,-999
zwo,PEC Zwolle,2,zwo,zwo,zwo,NED,-999,-999